SINR(dB),MCS0,MCS1,MCS2,MCS3,MCS4,MCS5,MCS6,MCS7
8.000,1.000,0.999,0.998,0.000,0.000,0.000,0.000,0.000
8.031,1.000,0.999,0.999,0.000,0.000,0.000,0.000,0.000
8.062,1.000,0.999,0.999,0.000,0.000,0.000,0.000,0.000
8.094,1.000,0.999,0.998,0.000,0.000,0.000,0.000,0.000
8.125,1.000,0.999,0.999,0.000,0.000,0.000,0.000,0.000
8.156,1.000,0.999,0.999,0.000,0.000,0.000,0.000,0.000
8.188,1.000,0.999,1.000,0.000,0.000,0.000,0.000,0.000
8.219,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.250,1.000,1.000,0.999,0.000,0.000,0.000,0.000,0.000
8.281,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.312,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.344,1.000,1.000,0.999,0.000,0.000,0.000,0.000,0.000
8.375,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.406,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.438,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.469,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
8.500,1.000,1.000,1.000,0.001,0.000,0.000,0.000,0.000
8.531,1.000,1.000,1.000,0.001,0.000,0.000,0.000,0.000
8.562,1.000,1.000,1.000,0.003,0.000,0.000,0.000,0.000
8.594,1.000,1.000,1.000,0.005,0.000,0.000,0.000,0.000
8.625,1.000,1.000,1.000,0.007,0.000,0.000,0.000,0.000
8.656,1.000,1.000,1.000,0.013,0.000,0.000,0.000,0.000
8.688,1.000,1.000,1.000,0.021,0.000,0.000,0.000,0.000
8.719,1.000,1.000,1.000,0.028,0.000,0.000,0.000,0.000
8.750,1.000,1.000,1.000,0.043,0.000,0.000,0.000,0.000
8.781,1.000,1.000,1.000,0.057,0.000,0.000,0.000,0.000
8.812,1.000,1.000,1.000,0.075,0.000,0.000,0.000,0.000
8.844,1.000,1.000,1.000,0.101,0.000,0.000,0.000,0.000
8.875,1.000,1.000,1.000,0.124,0.000,0.000,0.000,0.000
8.906,1.000,1.000,1.000,0.148,0.000,0.000,0.000,0.000
8.938,1.000,1.000,1.000,0.181,0.000,0.000,0.000,0.000
8.969,1.000,1.000,1.000,0.213,0.000,0.000,0.000,0.000
9.000,1.000,1.000,1.000,0.242,0.000,0.000,0.000,0.000
9.031,1.000,1.000,1.000,0.287,0.000,0.000,0.000,0.000
9.062,1.000,1.000,1.000,0.330,0.000,0.000,0.000,0.000
9.094,1.000,1.000,1.000,0.359,0.000,0.000,0.000,0.000
9.125,1.000,1.000,1.000,0.403,0.000,0.000,0.000,0.000
9.156,1.000,1.000,1.000,0.436,0.000,0.000,0.000,0.000
9.188,1.000,1.000,1.000,0.468,0.000,0.000,0.000,0.000
9.219,1.000,1.000,1.000,0.497,0.000,0.000,0.000,0.000
9.250,1.000,1.000,1.000,0.541,0.000,0.000,0.000,0.000
9.281,1.000,1.000,1.000,0.569,0.000,0.000,0.000,0.000
9.312,1.000,1.000,1.000,0.608,0.000,0.000,0.000,0.000
9.344,1.000,1.000,1.000,0.632,0.000,0.000,0.000,0.000
9.375,1.000,1.000,1.000,0.658,0.000,0.000,0.000,0.000
9.406,1.000,1.000,1.000,0.694,0.000,0.000,0.000,0.000
9.438,1.000,1.000,1.000,0.718,0.000,0.000,0.000,0.000
9.469,1.000,1.000,1.000,0.738,0.000,0.000,0.000,0.000
9.500,1.000,1.000,1.000,0.757,0.000,0.000,0.000,0.000
9.531,1.000,1.000,1.000,0.776,0.000,0.000,0.000,0.000
9.562,1.000,1.000,1.000,0.805,0.000,0.000,0.000,0.000
9.594,1.000,1.000,1.000,0.820,0.000,0.000,0.000,0.000
9.625,1.000,1.000,1.000,0.831,0.000,0.000,0.000,0.000
9.656,1.000,1.000,1.000,0.850,0.000,0.000,0.000,0.000
9.688,1.000,1.000,1.000,0.866,0.000,0.000,0.000,0.000
9.719,1.000,1.000,1.000,0.878,0.000,0.000,0.000,0.000
9.750,1.000,1.000,1.000,0.884,0.000,0.000,0.000,0.000
9.781,1.000,1.000,1.000,0.899,0.000,0.000,0.000,0.000
9.812,1.000,1.000,1.000,0.907,0.000,0.000,0.000,0.000
9.844,1.000,1.000,1.000,0.918,0.000,0.000,0.000,0.000
9.875,1.000,1.000,1.000,0.930,0.000,0.000,0.000,0.000
9.906,1.000,1.000,1.000,0.933,0.000,0.000,0.000,0.000
9.938,1.000,1.000,1.000,0.935,0.000,0.000,0.000,0.000
9.969,1.000,1.000,1.000,0.948,0.000,0.000,0.000,0.000
10.000,1.000,1.000,1.000,0.952,0.000,0.000,0.000,0.000
10.031,1.000,1.000,1.000,0.953,0.000,0.000,0.000,0.000
10.062,1.000,1.000,1.000,0.961,0.000,0.000,0.000,0.000
10.094,1.000,1.000,1.000,0.964,0.000,0.000,0.000,0.000
10.125,1.000,1.000,1.000,0.966,0.000,0.000,0.000,0.000
10.156,1.000,1.000,1.000,0.970,0.000,0.000,0.000,0.000
10.188,1.000,1.000,1.000,0.975,0.000,0.000,0.000,0.000
10.219,1.000,1.000,1.000,0.976,0.000,0.000,0.000,0.000
10.250,1.000,1.000,1.000,0.979,0.000,0.000,0.000,0.000
10.281,1.000,1.000,1.000,0.980,0.000,0.000,0.000,0.000
10.312,1.000,1.000,1.000,0.982,0.000,0.000,0.000,0.000
10.344,1.000,1.000,1.000,0.985,0.000,0.000,0.000,0.000
10.375,1.000,1.000,1.000,0.987,0.000,0.000,0.000,0.000
10.406,1.000,1.000,1.000,0.989,0.000,0.000,0.000,0.000
10.438,1.000,1.000,1.000,0.989,0.000,0.000,0.000,0.000
10.469,1.000,1.000,1.000,0.990,0.000,0.000,0.000,0.000
10.500,1.000,1.000,1.000,0.991,0.000,0.000,0.000,0.000
10.531,1.000,1.000,1.000,0.992,0.000,0.000,0.000,0.000
10.562,1.000,1.000,1.000,0.995,0.000,0.000,0.000,0.000
10.594,1.000,1.000,1.000,0.993,0.000,0.000,0.000,0.000
10.625,1.000,1.000,1.000,0.994,0.000,0.000,0.000,0.000
10.656,1.000,1.000,1.000,0.996,0.000,0.000,0.000,0.000
10.688,1.000,1.000,1.000,0.996,0.000,0.000,0.000,0.000
10.719,1.000,1.000,1.000,0.996,0.000,0.000,0.000,0.000
10.750,1.000,1.000,1.000,0.997,0.000,0.000,0.000,0.000
10.781,1.000,1.000,1.000,0.997,0.000,0.000,0.000,0.000
10.812,1.000,1.000,1.000,0.997,0.000,0.000,0.000,0.000
10.844,1.000,1.000,1.000,0.997,0.000,0.000,0.000,0.000
10.875,1.000,1.000,1.000,0.997,0.000,0.000,0.000,0.000
10.906,1.000,1.000,1.000,0.998,0.000,0.000,0.000,0.000
10.938,1.000,1.000,1.000,0.998,0.000,0.000,0.000,0.000
10.969,1.000,1.000,1.000,0.998,0.000,0.000,0.000,0.000
11.000,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.031,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.062,1.000,1.000,1.000,0.998,0.000,0.000,0.000,0.000
11.094,1.000,1.000,1.000,0.998,0.000,0.000,0.000,0.000
11.125,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.156,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.188,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.219,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.250,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.281,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.312,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.344,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.375,1.000,1.000,1.000,0.999,0.000,0.000,0.000,0.000
11.406,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.438,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.469,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.500,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.531,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.562,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.594,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.625,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.656,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.688,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.719,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.750,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.781,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.812,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.844,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.875,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.906,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.938,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
11.969,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
12.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
12.031,1.000,1.000,1.000,1.000,0.001,0.000,0.000,0.000
12.062,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000
12.094,1.000,1.000,1.000,1.000,0.001,0.000,0.000,0.000
12.125,1.000,1.000,1.000,1.000,0.002,0.000,0.000,0.000
12.156,1.000,1.000,1.000,1.000,0.005,0.000,0.000,0.000
12.188,1.000,1.000,1.000,1.000,0.007,0.000,0.000,0.000
12.219,1.000,1.000,1.000,1.000,0.012,0.000,0.000,0.000
12.250,1.000,1.000,1.000,1.000,0.017,0.000,0.000,0.000
12.281,1.000,1.000,1.000,1.000,0.024,0.000,0.000,0.000
12.312,1.000,1.000,1.000,1.000,0.035,0.000,0.000,0.000
12.344,1.000,1.000,1.000,1.000,0.049,0.000,0.000,0.000
12.375,1.000,1.000,1.000,1.000,0.066,0.000,0.000,0.000
12.406,1.000,1.000,1.000,1.000,0.085,0.000,0.000,0.000
12.438,1.000,1.000,1.000,1.000,0.105,0.000,0.000,0.000
12.469,1.000,1.000,1.000,1.000,0.126,0.000,0.000,0.000
12.500,1.000,1.000,1.000,1.000,0.151,0.000,0.000,0.000
12.531,1.000,1.000,1.000,1.000,0.184,0.000,0.000,0.000
12.562,1.000,1.000,1.000,1.000,0.216,0.000,0.000,0.000
12.594,1.000,1.000,1.000,1.000,0.248,0.000,0.000,0.000
12.625,1.000,1.000,1.000,1.000,0.280,0.000,0.000,0.000
12.656,1.000,1.000,1.000,1.000,0.312,0.000,0.000,0.000
12.688,1.000,1.000,1.000,1.000,0.344,0.000,0.000,0.000
12.719,1.000,1.000,1.000,1.000,0.387,0.000,0.000,0.000
12.750,1.000,1.000,1.000,1.000,0.414,0.000,0.000,0.000
12.781,1.000,1.000,1.000,1.000,0.450,0.000,0.000,0.000
12.812,1.000,1.000,1.000,1.000,0.486,0.000,0.000,0.000
12.844,1.000,1.000,1.000,1.000,0.523,0.000,0.000,0.000
12.875,1.000,1.000,1.000,1.000,0.557,0.000,0.000,0.000
12.906,1.000,1.000,1.000,1.000,0.578,0.000,0.000,0.000
12.938,1.000,1.000,1.000,1.000,0.614,0.000,0.000,0.000
